index,ID,Country,Background,Axis,Subaxis,Value,Rule-of-Thumb,Story,Explanation,Gold Label,social_action,new_stories
139,139,italy,"### Eating
- Italians generally wait for their host to sit before they do so and wait for them to indicate it is time to eat.
- Some Italians may pray and say ‘grace’ before eating a meal.
- Guests are invited to start eating when the host or head of the table says “Buon appetito” (Enjoy your meal).
- If bread is on the table, try not to fill up on it before the main course begins. Use it to absorb the sauce at the end of the meal.
- Some meals on special occasions can take hours to finish as conversation continues.
- It is improper to put one’s hands on one’s lap, or to stretch one’s arms while at the table.
- Resting one’s elbows on the table is also considered to be poor manners.
- Do not leave the table until everyone has finished eating.
- Drinking beverages other than water or wine with a meal is quite uncommon.
- If someone does not want more wine, the typical custom is to leave the wine glass nearly full.
- It is generally impolite to eat whilst walking.
- Guests are not expected to help the host clean up after a meal.
- Breakfast is not a big meal in Italian culture and is sometimes skipped.
- Traditionally, Italians eat lunch together as a family. However, this is not always practised in the fast-paced environment of the modern day.
- Outdoor (al fresco) dining is very popular in the summer months.
",Etiquette,eating,Respecting communal dining customs and the host’s role during meals.,It is polite to wait for the host to begin the meal before you start eating.,"At dinner at her friend Luca's house, Emma sat at the table but waited until Luca indicated they could start eating before she began her meal. Is what Emma did socially acceptable?","In the context provided, waiting for the host to start the meal is a sign of respect and follows the etiquette of communal dining. Therefore, what Emma did is socially acceptable.",yes,Emma waited until Luca indicated they could start eating before she began her meal,"What would be Emma's socially acceptable response as she sat at the table at Luca's house, anticipating the moment to begin her meal?"
789,789,greece,"### Visiting
- Greeks generally take a lot of pride in their hosting skills. The tradition of hospitality traces back to ancient times when people believed a guest on a doorstep could be a god in disguise.
- Greeks tend to be very generous at giving invitations, even upon first meeting people. You may find that an invitation to have coffee leads to an invitation to dinner, escalating to an invitation to join a family event. Try to accept this as part of the forthcoming nature of Greek culture.
- In townships, friends often visit one another without prior notice. However, Greeks living in urban areas generally prefer to be notified of a guest’s arrival.
- It is customary for guests to arrive roughly half an hour later than the time agreed upon by the host.
- Gift giving is not essential when visiting one’s home, but it can be a thoughtful gesture to bring a small gift of flowers, sweets or wine.
- Try to accept anything offered by the host during your visit as a gesture of politeness. This could be an invitation for you to stay longer, eat, drink or even take something home with you when you leave. As a general guideline, if the host has insisted on anything several times, you should appease them by accommodating their request.
- Always make an effort to compliment your host’s hospitality.
- Expect social activity to carry on late into the evening.
- Upon your exit, make a recognisable effort to show that you would have liked to stay longer. This sentiment compliments their hospitality and shows you want to enjoy their company.
",Etiquette,visiting,"Warmth and generosity in hosting and visiting, along with respect for the host's efforts and traditions.","One should always show appreciation for the host's hospitality, aiming to leave a positive impression by expressing a desire to stay longer.","During a dinner at her friend's house, Maria made a point to express how much she enjoyed the evening and how she wished she could stay longer, despite needing to leave. Is what Maria did socially acceptable?","Expressing enjoyment of the host's company and a wish to stay longer is a way of showing appreciation for the host's hospitality. Hence, what Maria did is socially acceptable given the cultural context.",yes,Maria expressed how much she enjoyed the evening and how she wished she could stay longer,"What would be Maria's response as she enjoyed a delightful dinner at her friend's house, feeling the warmth of the evening and the desire to extend her visit?"
309,309,myanmar,"### Basic Etiquette
- How one sits, walks or otherwise interacts with others is based on the status of each person present. For example, it is expected that people are especially conscious of their behaviour in the presence of an elder.
- Younger people are expected to keep their body lower than those that are older than them. For example, they may duck their head or bow slightly as they pass, or sit on a lower seat.
- To pay deep respect, kneel on the ground and touch your palms and forehead to the floor three times. This custom is called the ‘kadaw’. Many people may show respect to monks and images or depictions of Buddha in this same way.
- It is considered important to dress in modest and neat clothing. Clothing is often used as an indicator of social status, differentiating the wealthy from the impoverished. Most Burmese people wear a ‘longyi’ – a kind of long skirt.
- When passing or receiving an item, use both hands together to signify respect. The right hand may be used alone in casual situations, but it is taboo to use one’s left hand.
- If a woman needs to pass something to a monk, it is best to give it to a male to then pass forward or hold the object with a handkerchief/tissue. It is generally forbidden for Buddhist monks to come into physical contact with women.
- It is rude to blow one’s nose into a tissue around other people.
- It is impolite to sit on a chair with one’s legs crossed, especially for women.
- Quickly apologise if you accidentally pick up something that belongs to another person.
- If you have taken your shoes off, do not leave them lying upside down. This is believed to cause bad luck.
- It is customary to walk behind people who are older than yourself. If you have to walk in front of someone, ask first or apologise. If someone is seated, walk around them.
- Some Chin may cross their arms when in front of an elder out of respect.
",Etiquette,basic_etiquette,Respect for elders and mindfulness of one's actions to honor societal hierarchies and traditions.,One must show respect through physical gestures and dress modestly in communal settings.,"At the office, Tim noticed he was walking in front of Sarah, who was older. He quickly apologized and walked around her instead. Is what Tim did socially acceptable?","Tim's action of walking around Sarah after realizing he was in front of someone older is a sign of respect for elders and mindfulness, making it a socially acceptable action in this context.",yes,Tim apologized and walked around Sarah instead of walking in front of her.,"What would be Tim's appropriate response as he noticed he was walking in front of Sarah, who was older, while they were at the office?"
471,471,ireland,"### Eating
- The main meal is dinner, which is in the evening.
- When possible, a family will sit down together to share their dinner.
- Table manners are quite informal and relaxed. However, there are a couple of etiquette customs to follow.
- Avoid putting your elbows on the dinner table.
- Loud noises while eating, such as slurping, are generally not acceptable at the dining table.
- It is considered polite to finish all the food on your plate.
- To say cheers, most Irish will say ‘sláinte’ (pronounced ‘slan-cha’).
",Etiquette,eating,Respect for shared dining customs and communal eating experiences.,It is polite to avoid making loud noises while eating and to finish all the food on your plate.,"During a visit to his friend's house, Tom carefully avoided making any loud noises while eating and made sure to finish all the food on his plate. Is what Tom did socially acceptable?","Tom's actions demonstrate respect for the dining customs and the communal eating experience, making it socially acceptable given the cultural context.",yes,Tom carefully avoided making any loud noises while eating and made sure to finish all the food on his plate,"What would be Tom's appropriate behavior as he visited his friend's house and enjoyed the meal served to him, ensuring he was respectful of the dining atmosphere"
906,906,south_sudan,"### Eating
- Guests are offered the first portion of food.
- The head of the family – the father – is served first before other family members.
- Children are sometimes allowed to eat beforehand or quickly so that they can go to bed early.
- Children, women and men may eat in separate groups.
- It is considered strange to eat alone.
- It is very rude to decline food from a host.
- Do not speak whilst your mouth is full.
- Very important guests may be treated to eat the family’s best goat, sheep or chicken.
- If a leader or person of great esteem is visiting, some tribes may sacrifice a bull in their honour. The guest of honour is then expected to jump over the animal to cleanse its body of any bad spirits.
- Dining utensils may be fashioned out of dried and hollowed-out calabash gourds (e.g. as bottles). This is a long, thick, melon-like fruit.
",Etiquette,eating,Respect and honor towards guests and family hierarchy during communal meals.,"It is essential to respect the serving order during meals, prioritizing guests and family hierarchy.","At a family gathering, Sarah was hosting, and she served her guest, Michael, the first portion of the meal before serving her father. Is what Sarah did socially acceptable?","Given the cultural context, respecting the serving order during meals and prioritizing guests before family members is considered appropriate. Thus, what Sarah did is socially acceptable.",yes,"Sarah served her guest, Michael, the first portion of the meal before serving her father","What would be Sarah's appropriate action as she hosted a family gathering and prepared to serve the meal to her guests, including Michael and"
241,241,argentina,"### Visiting
- It is common for Argentines to visit friends and relatives without making prior arrangements.
- Argentines tend to enjoy hosting guests in the home. Typically, the host will offer their guests refreshments.
- Except for formal occasions, guests are not expected to arrive at the designated time. Guests are usually expected to show up approximately half an hour to an hour after the set meeting time.
- If the gathering has roughly 20 guests or fewer, visitors are expected to greet everyone individually. To greet everyone as a group is considered inappropriate/impersonal.
- Guests are not seated until the host indicates what the seating arrangements are.
- When leaving, a guest is also expected to bid farewell to every person individually. To say goodbye, people use phrases such as ‘chau’ (‘bye’) or ‘hasta luego’ (‘until later’).
- In urban areas, it is common for the host to open the door for guests when they leave.
",Etiquette,visiting,Respect for host and guest relations emphasizes personal connections and courtesy.,It is expected to personally greet and bid farewell to each guest in a gathering.,"At a small gathering at his friend's house, Michael made sure to individually greet and say goodbye to each of the 15 attendees, including the host, before leaving. Is what Michael did socially acceptable?","Given the context, greeting and bidding farewell to each person individually at a gathering is a sign of respect and personal connection, making Michael's actions socially acceptable.",yes,"Michael individually greeted and said goodbye to each of the 15 attendees, including the host, before leaving.","What would be Michael's socially acceptable response as he prepared to leave a small gathering at his friend's house, ensuring he acknowledged each of the 15"
475,475,ireland,"### Gift Giving
- When invited to a friend's or relative's home, it is common to bring a small gift (e.g. flowers, wine or chocolates) as a token of appreciation.
- Gifts are typically exchanged on birthdays and Christmas.
- The thought of a gift is considered more important than its material worth.
- Gifts are usually opened when received.
",Etiquette,gift_giving,Thoughtfulness in gift-giving to strengthen relationships.,"Giving a thoughtful token of appreciation when visiting someone’s home, regardless of the occasion.","Sarah was invited to a dinner at Mark's house. She brought a small potted plant as a gift, showing her appreciation for the invitation. Is what Sarah did socially acceptable?","Given the cultural context, bringing a small gift as a token of appreciation when invited to someone's home is considered thoughtful and enhances social bonds. Hence, what Sarah did is socially acceptable.",yes,"Sarah brought a small potted plant as a gift, showing her appreciation for the invitation","What would be Sarah's response as she arrived at Mark's house for dinner, where she was invited to enjoy a meal?"
758,758,cyprus,"### Gift Giving
- Present any gift at the beginning of a visit.
- Offer and receive gifts with two hands.
- Flowers often make good gifts; however, be aware that white lilies are only given at funerals.
- It is a good idea to bring something edible when visiting someone’s home, such as wine, salad or dessert.
- Money may be a permissible gift for larger occasions such as weddings and birthdays.
",Etiquette,gift_giving,Thoughtfulness and respect in gift-giving to strengthen social bonds.,Offer and receive gifts with two hands as a sign of respect and gratitude.,"At a birthday party at her friend's house, Sarah presented a gift to the host with both hands. Is what Sarah did socially acceptable?","Using both hands to give and receive presents is seen as a gesture of respect and gratitude. Hence, Sarah’s action is socially acceptable given the cultural context.",yes,Sarah presented a gift to the host with both hands,What would be Sarah's appropriate action as she attended a birthday party at her friend's house and had a gift prepared for the host?
545,545,chile,"### Basic Etiquette
- It is considered rude to talk loudly in public places and restaurants.
- Yawns are politely concealed with the hand.
- Remove your hat and sunglasses when entering a church.
- Chileans will often prioritise people and relationships rather than strict adherence to time frames. Showing up to an event half an hour to an hour after the designated time is quite common.
",Etiquette,basic_etiquette,Respect for people and relationships over punctuality in social settings.,It is correct to arrive half an hour to an hour after the designated time for social events.,Sam was invited to Tina's house for a dinner party scheduled to start at 7 PM. He arrived at 7:45 PM. Is what Sam did okay?,Sam's action of arriving later than the designated start time is socially acceptable given the cultural context that values relationships over strict adherence to time.,yes,Sam arrived at Tina's house for a dinner party scheduled to start at 7 PM.,"What would be an appropriate response for Sam as he arrived at Tina's house for the dinner party that was scheduled to start at 7 PM, but he arrived"
315,315,myanmar,"### Visiting
- There is a deep tradition and culture of hospitality and openness in Myanmar. Indeed, hotels are a relatively new concept as people usually stay with friends and relatives in other regions for as long as needed.
- An invitation to be a guest should not be approached too casually as it is considered an honour to host.
- People who have travelled from out of town to visit may stay overnight.
- Take your shoes off when entering someone’s home.
- Burmese people may sit on the floor to socialise but generally offer the visitor a chair if they have one.
- Expect to be offered snacks, green tea, coffee or other refreshments.
- Do not enter the bedroom or kitchen unless you are specifically invited, especially in a Karen household.
- Be sure to thank your host dearly at the end of a visit. The Burmese say that “one owes a debt to whoever gave even a morsel of food to eat”.
",Etiquette,visiting,Hospitality and respect for the host's home and traditions.,It is respectful to remove your shoes before entering someone's home.,"Alice was invited to her colleague Tom's house for a casual dinner. Before entering the living room, she noticed Tom taking off his shoes, so she did the same. Is what Alice did socially acceptable?",Removing one's shoes before entering a home is a sign of respect and cleanliness. Alice's actions are socially acceptable given the cultural context.,yes,Alice took off her shoes before entering the living room,What would be Alice's appropriate action as she arrived at her colleague Tom's house for a casual dinner and noticed Tom preparing to enter the living room?
488,488,mauritius,"### Basic Etiquette
- What is considered appropriate clothing is dependent on one’s ethnic and religious background. As a general rule, it is respectful to dress conservatively.
- When entering a place of worship, remove leather garments such as shoes and belts.
- For Indo-Mauritians, it is considered poor etiquette to pass or receive items with the left hand. Rather, one would use the right hand or both.
- Always respect elders and make sure to properly greet them.
",Etiquette,basic_etiquette,Respectful interaction that acknowledges and honors diverse customs and practices.,Use the right hand or both hands when giving or receiving items to show respect.,"At a dinner party, Rachel received a gift from her friend Sam. She gracefully accepted the gift using both of her hands. Is what Rachel did socially acceptable?",Rachel's action of using both hands to receive a gift is a sign of respect and is considered appropriate and socially acceptable given the cultural context.,yes,Rachel accepted the gift using both of her hands,"What would be Rachel's response as she received a gift from her friend Sam at a dinner party, where the atmosphere was warm and inviting?"
466,466,ireland,"### Pub Etiquette
- Visiting pubs is a popular social activity for people of all ages. It’s a common meeting place for friends and family.
- Many people go to the pub to gather for a conversation. Sometimes this happens by running into a friend or acquaintance.
- People are allowed to go to pubs before they reach the legal drinking age (18 years old). Thus, it is common to find children in pubs, especially in rural areas where there are music sessions.
- If going to the pub in the evening, people will dress a bit more formally. For example, men will wear dress shoes instead of sneakers.
- When in the company of friends at a pub, a system known as ‘rounds’ is used. Each person is expected to offer to buy a round of drinks for everyone in their group and take turns.
- Often, people will remember if you miss your round. It can result in an unfavourable judgement of your character. Those who fail in offering to buy a round might be seen as rude or stingy.
",Etiquette,pub_etiquette,Mutual respect and camaraderie in social gatherings.,"When in a group setting, it is proper to take turns in purchasing rounds of drinks for everyone.","During a gathering at a local pub, Sarah realized it was her turn to buy the next round of drinks for her group of friends. She cheerfully offered to purchase the next round. Is what Sarah did socially acceptable?","In the context of this culture, participating in the system of buying rounds of drinks is a sign of camaraderie and mutual respect among friends. Thus, what Sarah did is socially acceptable given the cultural context.",yes,Sarah offered to purchase the next round of drinks for her group of friends,What would be Sarah's response as she realized it was her turn to buy the next round of drinks for her group of friends during a gathering at a local pub?
467,467,ireland,"### Visiting
- ‘Calling by’ (visiting) is common. Typically, if one wants to visit someone, they will ask in advance.
- Visiting people is most common during holidays, especially in the time between Christmas and New Year’s Day.
- If invited to an Irish home, try to be punctual. If you will be late, let your host know.
- If you are visiting for a meal, offer to help the host clean up after the meal.
",Etiquette,visiting,Respect for the host's time and efforts.,One should always offer to help clean up after a meal at someone's house.,"After enjoying a delightful dinner at her friend Jamie's house, Sarah stood up and began helping Jamie clear the table and wash the dishes. Is what Sarah did socially acceptable?","Offering to help the host clean up after a meal is a sign of respect and appreciation for the host's efforts. Hence, what Sarah did is socially acceptable given the cultural context.",yes,Sarah helped Jamie clear the table and wash the dishes,What would be Sarah's response as she finished a delightful dinner at her friend Jamie's house and noticed the table needed to be cleared and the dishes washed?
721,721,new_zealand,"### Gift Giving
- Gifts are typically only given on special occasions (e.g. birthdays, Christmas or if someone has done something special for you).
- People tend to open gifts in front of the giver, either upon receiving them or later along with other presents.
- If you are presented with a gift on behalf of a Māori person or community, it is expected that you open it right away.1
- Recipients do not usually expect to receive gifts of a high monetary value, but rather expect that the gift will be thoughtfully chosen to reflect their interests.
- Token gifts may be given when visiting someone (e.g. wine, chocolate, or flowers).
- Guests invited to a Māori house should bring a small simple gift, known as a ‘koha’. Koha is used to show thanks for hospitality and is often given in the form of food, drinks, flowers or photos of your homeland.
- There are no set expectations on the monetary value of koha items. It is expected that koha should only be what people can afford. However, as a general guideline $20 NZD per person is a standard koha when visiting a marae for personal reasons. For business or government service related visits, additional koha of a larger sum should be provided by your organisation.
- Visitors should give their koha to one person who presents it on behalf of the group. If you are staying overnight (noho marae), it is good practice to contact the marae chair beforehand to organise an appropriate koha to cover all costs related to your stay.2
",Etiquette,gift_giving,"Thoughtfulness and respect in gift-giving, emphasizing the relationship over the material value of the gift.","When visiting someone, it is considerate to bring a small, thoughtful token of appreciation.","Alice was invited to a dinner at Kevin's house. Wanting to show her appreciation for the invitation, Alice decided to bring a small bouquet of flowers as a gift. Is what Alice did socially acceptable?","Bringing a small, thoughtful token of appreciation when visiting someone's house is a considerate action. Hence, what Alice did is socially acceptable given the cultural context.",yes,Alice decided to bring a small bouquet of flowers as a gift,"What would be Alice's response as she was invited to a dinner at Kevin's house, where she wanted to express her appreciation for the invitation?"
812,812,saudi_arabia,"### Offering and Complimenting Items
- There is a strong belief in the evil eye in Saudi Arabia whereby one’s misfortune is caused by another’s envy, sometimes taking the form of a curse. Complimenting or praising something too heavily can cause some Saudis to be wary that the evil eye will be jealous of it or curse it. People say “Mashallah” (May God bless) to ward off the evil eye after a compliment and avoid hurting people’s feelings. This phrase comforts people as it lets them know that you are giving an innocent compliment and do not wish harm. Expect to hear it highly frequently in conversation, and say it after every compliment.
- In Saudi Arabia, people generally extend an offer multiple times. It is often polite to decline gestures initially and accept once the person has insisted. This exchange allows the offering person to show their sincerity in the gesture, and shows the receiver’s humbleness.
- Be sure to offer everything multiple times in return. If you only offer something once, a Saudi person may respond, “No, it’s okay”, out of modesty and politeness even though they meant to accept on the second offer.
- Be careful when you compliment an item in a Saudi person’s house, as they may feel compelled to offer it to you as a gift. If they try to give it to you, insist that you appreciate their gesture but do not want to take it. A Saudi person is likely to offer the object out of politeness, and if you accept, they may end up giving you something they wished to keep.
- It is thought to be more sincere if compliments are given out of sight or earshot of the person who owns the possession or thing you are praising.
- Show gratitude and humility when offered a compliment. This is done by responding with an equally respectful compliment on the same subject. If they are Muslim, you may wish them Allah’s (God’s) blessings.
",Etiquette,offering_and_complimenting_items,Graciousness and humility in receiving and offering compliments and items.,It is respectful to initially decline offers and to be cautious with the manner in which compliments are given.,"At a friend's house, Michael admired a painting on the wall and his friend insisted on giving it to him. Michael graciously declined the offer multiple times before accepting. Is what Michael did socially acceptable?","Given the cultural context, Michael's actions of initially declining the offer out of politeness and humility, and his careful approach to accepting compliments and offers, are acceptable.",yes,Michael graciously declined the offer multiple times before accepting the painting,"What would be Michael's response as he admired a painting on the wall at his friend's house, where his friend insisted on giving it to him?"
37,37,philippines,"### Visiting
- Do not refer to the woman of the house as ‘hostess’ as this has an alternative meaning in the Philippines that is offensive.
- It is common practice to remove one’s shoes before entering someone’s home. The host may offer you slippers to wear inside the home.
- Try to accept any refreshments offered. Refusing them is considered impolite.
- To display their hospitality, Filipinos will often use their finest crockery and cutlery when they have a visitor. It would be polite to comment on it out of acknowledgement for their efforts.
- If there is a visitor, Filipinos are reluctant to take the last serving of any shared food served at a meal.
- If someone is eating and someone walks past, many Filipinos will offer the person passing by to stop and eat. However, this is not a literal offer but rather out of respect.
",Etiquette,visiting,Respect and appreciation for the host's hospitality and efforts in creating a welcoming environment.,Accept refreshments offered by the host as a sign of politeness and respect for their hospitality.,"During a visit to her friend Liam's house, Emily was offered a glass of juice. She gratefully accepted it and made a positive comment about the beautiful glass it was served in. Is what Emily did socially acceptable?","In this cultural context, accepting refreshments offered by the host is seen as a sign of politeness and respect. Hence, Emily's actions are socially acceptable.",yes,Emily accepted the glass of juice and made a positive comment about the beautiful glass it was served in,What would be Emily's response as she visited her friend Liam's house and was offered a glass of juice served in a beautiful glass?
513,513,austria,"### Visiting
- Dropping by someone's home is considered impolite. Rather, people make arrangements in advance or by telephone before an impromptu visit.
- Guests are expected to offer to remove their shoes when entering a home. Hosts may provide a pair of house slippers to keep guests’ feet warm. It is also acceptable to simply wear one’s socks after removing shoes.
- Guests typically remain standing until they are instructed where to sit by the host.
- Hosts will often offer the best seat in the home to their guests.
- Should the host leave the room for a moment, they will usually offer guests something to occupy themselves (such as a book) until they can return.
- Hosts will also offer beverages such as water, tea, coffee or juice.
- People are expected to greet each person that enters the room. Standing up when an elder or higher-ranked person enters is also common practice.
",Etiquette,visiting,Respect for personal space and traditional etiquette in social settings.,"One should always announce visits in advance, offer to remove their shoes upon entering a home, and greet each person upon their arrival.","Sam had planned to visit his friend, Mia, at her house and called her in advance to let her know. Upon arriving, Sam immediately offered to remove his shoes and greeted each of Mia’s family members as they entered the room. Is what Sam did socially acceptable?","Given the cultural context, Sam’s actions are considered respectful and appropriate, demonstrating an understanding of the traditional etiquette.",yes,Sam offered to remove his shoes and greeted each of Mia’s family members,What would be Sam's appropriate actions as he planned to visit his friend Mia at her house and arrived to meet her family?
146,146,canada,"### Visiting and Eating
- Make arrangements with a person before visiting them or their home. Do not arrive unannounced.
- It is usually necessary to call ahead if you will be arriving more than 10 minutes late to a small gathering of people.
- It is impolite to bring friends or family to someone else’s home without asking the host first. 
- Ask whether you should take off your shoes before entering someone’s home.
- If you are eating a meal at someone’s house, dishes are usually passed around so that each person can get a share of food. If you do not want to eat one of the dishes being passed around, it is acceptable to refuse by just continuing to pass it along. 
- If your host asks whether you would like more food, it is okay to decline or accept depending on how hungry you are. Neither is considered rude.
- It is polite to offer to help clean up the meal with your host when everyone has finished eating.
",Etiquette,visiting_and_eating,Respect and thoughtfulness in interpersonal interactions.,It is respectful to ask the host's permission before bringing additional guests to their home.,"Tom was excited to attend a dinner party at his friend, Sarah's house. Before deciding to bring his cousin along, Tom called Sarah to ask if it would be okay. Is what Tom did socially acceptable?","Tom demonstrated respect and thoughtfulness by asking Sarah for permission before bringing an additional guest to her home, which is considered appropriate given the cultural context.",yes,Tom called Sarah to ask if it would be okay to bring his cousin along,What would be Tom's socially acceptable action as he was excited to attend a dinner party at his friend Sarah's house and considered bringing his cousin along?
722,722,new_zealand,"### Māori Etiquette
- Sites or objects that Māori regard as tapu (sacred) are not to be touched or interacted with.
- The head is considered to be the most sacred part of the body and should not come into contact with other body parts.
- It is a cultural taboo to touch someone else’s head without permission.
- Do not sit on a pillow used for a person to rest their head during sleep. Similarly, pillows that are used for seating or to prop legs, arms, etc. should not be then moved under the head. Māori may view this as a violation of tapu.5
- Most cooked food items are considered to be normal/ordinary (noa) in Maori culture. This means they must not come into contact with sacred objects, people or spaces.
- Do not bring food into any buildings, spaces or places considered tapu, such as the wharenui (traditional meeting house) in a marae (traditional Māori meeting ground).
- Food should not be passed over an individual’s head.
- It is a cultural taboo to sit on tables, countertops or other surfaces that are used for food preparation or eating.
- There may be ritual protocols to bless or cleanse a tapu space or place before you enter, such as reciting a karakia or cleansing the area with water.
- Ask a Māori person’s permission before photographing, filming or taping them.
- Some Maori communities may not allow digital recording devices into their marae (traditional meeting ground) or other sites of significance. Recording these places without permission can be a violation of tapu.6
- Some Māori have tribal tattoos on their faces, arms and calves that have cultural and spiritual significance. These do not hold negative connotations (i.e. prison sentences) as they do in some other cultures. All traditional Māori tribal tattoos are deeply personal and unique to the individual’s tribal group, representing important family history and/or tribal narratives.
- The wearing of pounamu (greenstone) and/or bone necklaces is common practice among Māori. The shape of each pounamu carries important meaning.
- It is appropriate to ask about the significance of a person’s pounamu if you are interested.
- Non-Māori may wear pounamu if they have been gifted it. To be gifted a piece signifies much about the value and respect between the giver and receiver.7
- It is not uncommon for non-Māori New Zealanders to wear pounamu or get Māori-inspired tattoos. However, this is often for aesthetic purposes, as opposed to traditional cultural practices.
- While it is not necessarily culturally inappropriate for non-Māori to purchase pounamu for themselves, it is generally advised against as it diminishes the cultural significance behind gifted possession.
",Etiquette,māori_etiquette,Respect and preservation of cultural and spiritual beliefs through specific actions and observances.,It is considered respectful to seek permission before engaging with people's personal or cultural items and spaces.,"During a visit to a friend's house, Chris noticed an intricately carved necklace on the table. Intrigued, he asked his friend if he could take a closer look at the necklace. Is what Chris did socially acceptable?","Seeking permission before handling personal or culturally significant items shows respect for the owner's beliefs and traditions. Therefore, Chris's action is socially acceptable given the cultural context.",yes,Chris asked his friend if he could take a closer look at the necklace,What would be Chris's response as he visited a friend's house and noticed an intricately carved necklace on the table?
263,263,somalia,"### Offering and Complimenting Items
- In Somalia, people generally extend an offer multiple times. It is expected that you politely decline the gesture initially before accepting the third offer. This exchange is polite as the insistence to extend the invitation shows hospitality and the initial refusal to accept shows humbleness and that one is not greedy.
- Be sure to offer everything multiple times in return. If you only offer something once, a Somali may respond, “No, it’s okay”, out of modesty and politeness even though they intend to accept the second offer.
- Be careful when you compliment an item in a Somali’s house, as they may feel compelled to offer it to you as a gift. If they try to give it to you, insist that you appreciate their gesture but do not want to take it. A Somali is likely to offer the object out of politeness, and if you accept, they may end up giving you something they wished to keep.
- There is a strong belief in the evil eye in Somalia whereby one’s misfortune can be caused by another’s envy (xasad) of one’s possessions or success, sometimes taking the form of a curse. Do not compliment something more than once or continue to praise it once you have acknowledged it. This may cause a Somali person to be wary that the evil eye will be jealous of it.
- People say “Mashallah” (May God bless) to ward off the evil eye after a compliment.
- Show gratitude and humility when offered a compliment. This is done by responding with an equally respectful compliment on the same subject. If they are Muslim, you may wish them Allah’s (God’s) blessings.
",Etiquette,offering_and_complimenting_items,Respect and humility in the exchange of compliments and offers.,"Politely decline an offer initially, but be prepared to graciously accept it after it has been extended multiple times.","At a friend's house, Sarah complimented a beautiful vase. The host, Michael, immediately offered it to her as a gift. Sarah politely declined the first two times before accepting on the third offer. Is what Sarah did socially acceptable?","Sarah's actions align with the cultural etiquette of politely declining an initial offer before eventually accepting, demonstrating respect and humility. Hence, what Sarah did is socially acceptable given the cultural context.",yes,Sarah complimented a beautiful vase and declined the gift before accepting it.,"What would be Sarah's response as she admired a beautiful vase at her friend's house, where the host, Michael, offered it to her multiple times before she decided to accept?"
698,698,kenya,"### Basic Etiquette
- The right hand or both hands are used to pass and accept items. The use of the left hand by itself to perform such tasks is considered improper.
- Taking photographs of another person without permission is frowned upon, particularly in rural areas.
- The Kenyan attitude towards time is mostly patient and relaxed. It is common for people to arrive after a designated time, or for services to be delayed by up to 30 to 45 minutes. One reason why perceptions of time in Kenya may differ from the English-speaking West is that many Kenyans operate on both the world time system and on their traditional time system known as ‘Swahili Time'. The latter runs from dawn to dusk to dawn, rather than from midnight to midday to midnight.
",Etiquette,basic_etiquette,Respecting traditional customs and patience in social interactions.,It is okay to be more relaxed about timing and to use the right hand or both hands for passing items.,"At a dinner at her friend's house, Sarah carefully used her right hand to pass the salt to Tom. Is what Sarah did socially acceptable?",Using the right hand or both hands to pass items is considered appropriate and respectful in many cultures. Sarah's actions are acceptable given the cultural context.,yes,Sarah used her right hand to pass the salt,What would be Sarah's appropriate action as she was at a dinner at her friend's house and needed to pass the salt to Tom?
469,469,ireland,"### Visiting
- ‘Calling by’ (visiting) is common. Typically, if one wants to visit someone, they will ask in advance.
- Visiting people is most common during holidays, especially in the time between Christmas and New Year’s Day.
- If invited to an Irish home, try to be punctual. If you will be late, let your host know.
- If you are visiting for a meal, offer to help the host clean up after the meal.
",Etiquette,visiting,Respect for the host's time and effort in preparing the home for guests.,Offering to help clean up after a meal at someone's home is a polite gesture.,"Alice was invited to dinner at her friend Michael's house. After they finished eating, Alice asked Michael if she could help clean up the dishes. Is what Alice did socially acceptable?",Offering to help clean up after a meal at someone's home is a polite gesture. Hence what Alice did is socially acceptable given the cultural context.,yes,Alice asked Michael if she could help clean up the dishes,What would be Alice's response as she enjoyed dinner at her friend Michael's house and they finished their meal together?
581,581,afghanistan,"### Gifts
- Gifts may be given upon visiting someone’s home for the first time.
- If you are invited to lunch or dinner, you may bring a gift that can be eaten for dessert (e.g. fruit, sweets, pastries).
- It is best to be subtle and humble when giving gifts. Walking straight through the door and presenting them with the gift right away would be seen as very forward and puts an Afghan in the awkward position of having to open it in front of you. Instead, try and place it near the door as you enter or on the table as you sit down so that the receiver sees it, but can open it in their own time.
- Do not give alcohol as a gift to a devout Muslim or any Afghan you do not have a close personal relationship with. If you know from first-hand experience that your friend drinks, you may give alcohol, but ensure that it is done covertly so their peers do not know. Revealing to their family or friends the fact that they drink could bring great shame on them.
- It is also inappropriate to give pig/pork-based items, such as leather.
- There are not many special customs concerning gift-wrapping so long as the gift is presented neatly. Green wrapping paper is often used for wedding presents.
",Etiquette,gifts,Discretion and respect in gift-giving to honor the recipient without placing them in an uncomfortable position.,"When giving a gift, it is polite to do so discreetly and without expecting an immediate acknowledgment.",Sarah was invited to dinner at Mark's house. She brought a box of pastries as a gift and discreetly placed it on the table without drawing attention to it or expecting Mark to open it immediately. Is what Sarah did socially acceptable?,"Yes, Sarah's actions are socially acceptable given the cultural context. She demonstrated respect and discretion in her gift-giving, aligning with the value of not placing the host in an uncomfortable position by expecting immediate acknowledgment.",yes,Sarah brought a box of pastries as a gift and discreetly placed it on the table,"What would be Sarah's appropriate action as she was invited to dinner at Mark's house, where she had a box of pastries to"
